author,book_title,genre,pages_amt,price,publish_date,rating_avg,ratings_amt,reviews_amt
Sarah Andersen,Herding Cats,comics,112 pages,"Kindle Store
$7.40
",March 27th 2018,4.19,13528,2201
"Koyoharu Gotouge,吾峠呼世晴",鬼滅の刃 7 [Kimetsu no Yaiba 7],comics,215 pages,Amazon,August 4th 2017,4.56,1297,72
"Michael Moreci,Sas Milledge,Phil Hester",The Lost Carnival: A Dick Grayson Graphic Novel,comics,208 pages,"Kindle Store
$12.99
",May 5th 2020,4.02,112,69
"Koyoharu Gotouge,吾峠呼世晴",鬼滅の刃 4 [Kimetsu no Yaiba 4],comics,192 pages,Amazon,December 2nd 2016,4.49,1272,63
Sarah Andersen,Big Mushy Happy Lump,comics,128 pages,"Kindle Store
$8.07
",March 7th 2017,4.28,18898,2611
"Charles Soule,Giuseppe Camuncoli","Star Wars: Darth Vader - Dark Lord of the Sith, Vol. 2: Legacy's End",comics,136 pages,"Kindle Unlimited
",April 24th 2018,4.25,2019,188
"Kohei Horikoshi,Kohei Horikoshi",僕のヒーローアカデミア 3 [Boku No Hero Academia 3],comics,192 pages,Amazon,April 3rd 2015,4.52,7387,310
Lincoln Peirce,Big Nate: Silent But Deadly,comics,176 pages,"Kindle Store
$5.44
",March 20th 2018,4.10,4984,82
"John Allison,Max Sarin,Whitney Cogar,Jim Campbell,Lissa Treiman","Giant Days, Vol. 3",comics,112 pages,Amazon CA,October 11th 2016,4.09,6903,741
"Brian K. Vaughan,Cliff Chiang,Matt Wilson,Jared K. Fletcher","Paper Girls, Vol. 3",comics,128 pages,Amazon,August 8th 2017,4.08,13905,1395
"Gale Galligan,Braden Lamb,Ann M. Martin",Boy-Crazy Stacey,comics,165 pages,"Kindle Store
$6.99
",September 3rd 2019,4.34,2997,229
"Koyoharu Gotouge,吾峠呼世晴",鬼滅の刃 2 [Kimetsu no Yaiba 2],comics,197 pages,Amazon,August 4th 2016,4.38,1698,85
"Koyoharu Gotouge,吾峠呼世晴",鬼滅の刃 5 [Kimetsu no Yaiba 5],comics,197 pages,Amazon,March 3rd 2017,4.57,1166,64
James Rallison,The Odd 1s Out: How to Be Cool and Other Things I Definitely Learned from Growing Up,comics,240 pages,"Kindle Store
$5.99
",July 31st 2018,4.49,3567,242
Stjepan Šejić,Harleen,comics,208 pages,"Kindle Store
$18.26
",February 11th 2020,4.53,1814,399
"Ari Folman,David Polonsky,Anne Frank",Anne Frank's Diary: The Graphic Adaptation,comics,151 pages,"Kindle Store
$14.99
",October 2nd 2018,4.42,7081,1111
"Noelle Stevenson,Shannon Watters,Carolyn Nowak,Maarta Laiho,Aubrey Aiese,Brittney Williams,Aimee Fleck,Faith Erin Hicks,Rebecca Tobin,Felicia Choo,T. Zysk",A Terrible Plan,comics,112 pages,"Kindle Unlimited
",April 5th 2016,4.06,14469,1212
Tyler Feder,Dancing at the Pity Party,comics,208 pages,"Kindle Store
$10.99
",April 14th 2020,4.74,409,134
"Victoria Jamieson,Omar Mohamed",When Stars Are Scattered,comics,,Amazon,May 12th 2020,4.73,395,117
"Nick Spencer,Ryan Ottley,Cliff Rathburn",FCBD 2018: Amazing Spider-Man/Guardians of the Galaxy #1,comics,,"Kindle Store
$0.00
",May 5th 2018,3.95,2098,54
"John Allison,Lissa Treiman,Max Sarin,Whitney Cogar","Giant Days, Vol. 2",comics,128 pages,"Kindle Unlimited
",April 12th 2016,4.01,13979,1115
"Cullen Bunn,Luke Ross",Star Wars: Darth Maul,comics,112 pages,"Kindle Unlimited
",September 5th 2017,3.78,2525,257
"Marjorie M. Liu,Sana Takeda","Monstress, Vol. 1: Awakening",comics,202 pages,"Kindle Store
$4.99
",July 19th 2016,3.95,42930,4979
"Brian K. Vaughan,Cliff Chiang,Matt Wilson,Jared K. Fletcher","Paper Girls, Vol. 2",comics,128 pages,"Kindle Store
$9.65
",November 30th 2016,4.15,20232,2125
"Kieron Gillen,Salvador Larroca,Adi Granov","Star Wars: Darth Vader, Vol. 2: Shadows and Secrets",comics,136 pages,"Kindle Unlimited
",January 5th 2016,4.08,6810,493
Tillie Walden,On a Sunbeam,comics,533 pages,Amazon,October 2nd 2018,4.24,8874,1653
"Jason Aaron,John Cassaday,Kieron Gillen,Laura   Martin,Chris Eliopoulos,Stuart Immonen,Ángel Unzueta,Mike Mayhew,Leinil Francis Yu,Terry Dodson,Jorge Molina,Mike Deodato,Salvador Larroca,David Marquez","Star Wars, Vol. 1: Skywalker Strikes",comics,160 pages,"Kindle Store
$16.99
",October 6th 2015,4.13,10164,780
Dav Pilkey,Dog Man: Fetch-22,comics,240 pages,Amazon CA,December 10th 2019,4.59,3202,172
"Kieron Gillen,Salvador Larroca,Leinil Francis Yu,Gerry Alanguilan,Kaare Kyle Andrews,Jason Keith,Edgar Delgado,Joe Caramagna","Star Wars: Darth Vader, Vol. 3: The Shu-Torun War",comics,128 pages,"Kindle Unlimited
",August 9th 2016,3.93,4282,327
Lucy Knisley,Stepping Stones,comics,224 pages,Amazon,May 5th 2020,3.98,222,69
Charles Forsman,I Am Not Okay With This,comics,160 pages,Amazon,December 5th 2017,3.28,2522,379
"Noelle Stevenson,Grace Ellis,Shannon Watters,Leonardo Favia,Maarta Laiho,Brooke Allen,Brooke A. Allen",Friendship to the Max,comics,126 pages,Amazon,October 13th 2015,4.17,19294,1846
"John Allison,Lissa Treiman,Whitney Cogar","Giant Days, Vol. 1",comics,112 pages,Amazon,December 2015,3.96,17984,2384
"Jeremy Barlow,Juan Frigeri,Mauro Vargas,Wes Dzioba,Michael Heisler",Star Wars: Darth Maul - Son of Dathomir,comics,96 pages,Amazon,October 14th 2014,3.86,3084,248
Sarah Andersen,Adulthood Is a Myth,comics,112 pages,Amazon CA,March 8th 2016,4.12,99782,6251
"Brian K. Vaughan,Cliff Chiang,Matthew Wilson,Jared K. Fletcher","Paper Girls, Vol. 1",comics,144 pages,"Kindle Store
$4.99
",April 5th 2016,3.87,62253,5502
Debbie Tung,Quiet Girl in a Noisy World: An Introvert's Story,comics,177 pages,"Kindle Store
$8.78
",November 7th 2017,4.32,7185,1563
"Fabian Nicieza,Paco Díaz,Paco Diaz,Sam Wood,Sam Wood",Marvel Avengers Alliance #1,comics,29 pages,Amazon,,4.10,15405,151
Grant Snider,I Will Judge You by Your Bookshelf,comics,128 pages,"Kindle Store
$9.99
",April 14th 2020,3.88,345,42
"Brian K. Vaughan,Fiona Staples","Saga, Vol. 8",comics,146 pages,Amazon,December 27th 2017,4.46,24803,2438
Raina Telgemeier,Ghosts,comics,256 pages,"Kindle Store
$6.99
",September 13th 2016,4.23,74816,4686
"Brian K. Vaughan,Fiona Staples","Saga, Vol. 6",comics,152 pages,"Kindle Store
$8.98
",July 5th 2016,4.49,38441,3258
"Brian K. Vaughan,Fiona Staples","Saga, Vol. 9",comics,160 pages,Amazon,October 2nd 2018,4.57,19004,3708
Brenna Thummler,Sheets,comics,239 pages,"Kindle Store
$9.90
",August 28th 2018,3.75,10558,1822
"Noelle Stevenson,Grace Ellis,Faith Hicks,Brooke A. Allen,Shannon Watters,Kat Leyh,Carolyn Nowak,Carey Pietsch",Beware the Kitten Holy,comics,128 pages,"Kindle Unlimited
",April 7th 2015,3.91,55932,4907
"Brian K. Vaughan,Fiona Staples","Saga, Vol. 5",comics,152 pages,"Kindle Store
$10.99
",September 9th 2015,4.43,51982,3669
Jeff Kinney,Diary of an Awesome Friendly Kid: Rowley Jefferson's Journal,comics,224 pages,Amazon,April 9th 2019,4.06,16205,576
"Kieron Gillen,Salvador Larroca,Adi Granov,Leinil Francis Yu,Kaare Kyle Andrews,Juan Giménez","Star Wars: Darth Vader, Vol. 1: Vader",comics,160 pages,"Kindle Unlimited
",October 20th 2015,4.18,14276,1221
Nathan W. Pyle,Strange Planet,comics,144 pages,"Kindle Store
$10.99
",November 19th 2019,4.36,14967,1224
Jeff Kinney,The Meltdown,comics,218 pages,Amazon,October 30th 2018,4.39,13341,1002
Noelle Stevenson,Nimona,comics,272 pages,Amazon,May 12th 2015,4.17,94860,10811
Jeff Kinney,Wrecking Ball,comics,224 pages,Amazon,November 5th 2019,4.46,8690,646
"E.B. White,Garth Williams,Rosemary Wells",Charlotte's Web,classics,184 pages,Amazon,October 1st 2001,4.17,1354587,17249
"Nathaniel Hawthorne,Thomas E. Connolly,Nina Baym",The Scarlet Letter,classics,279 pages,"Kindle Store
$3.69
",February 27th 2003,3.40,682002,14227
Philip K. Dick,The Man in the High Castle,classics,259 pages,"Kindle Unlimited
",June 30th 1992,3.62,162070,11132
Gary Paulsen,Hatchet,classics,208 pages,"Kindle Store
$8.99
",April 1st 2000,3.72,291048,13769
John Steinbeck,The Grapes of Wrath,classics,479 pages,Amazon CA,April 10th 2014,3.96,721602,16404
"Karl Marx,Friedrich Engels,Gareth Stedman Jones",The Communist Manifesto,classics,288 pages,"Kindle Store
$1.85
",June 27th 2002,3.56,100100,4608
"H.G. Wells,Arthur C. Clarke",The War of the Worlds,classics,192 pages,"Kindle Store
$3.59
",March 12th 2002,3.82,233837,7371
"Gustave Flaubert,Mark Overstall,Malcolm Bowie,Margaret Mauldon,Ottavio Cecchi,Victor Villarraza,Tomás de C.  Duran,Achilli",Madame Bovary,classics,329 pages,"Kindle Store
$6.49
",2004,3.67,239862,10030
"Mark Twain,Guy Cardwell,John Seelye,Walter Trier",The Adventures of Huckleberry Finn,classics,327 pages,Amazon,December 31st 2002,3.82,1122910,14998
"Voltaire,Sara Gioacchino Corcos",Candide,classics,129 pages,Amazon,1991,3.77,211922,7317
"William Shakespeare,Paul Werstine,Barbara A. Mowat,Catherine Belsey",A Midsummer Night's Dream,classics,240 pages,Amazon,July 2016,3.95,430451,7672
"Charles Dickens,Richard Maxwell",A Tale of Two Cities,classics,489 pages,Amazon CA,2003,3.84,785582,16693
"Charles Dickens,Marisa Sestino",Great Expectations,classics,505 pages,Amazon FR,1998,3.77,625794,15361
"Marcus Aurelius,Martin Hammond,Albert Wittstock,Diskin Clay",Meditations,classics,303 pages,"Kindle Store
$3.45
",April 27th 2006,4.23,106643,5519
"Virginia Woolf,Maureen Howard",Mrs. Dalloway,classics,194 pages,"Kindle Store
$2.99
",October 28th 2002,3.79,211807,9260
Arthur Conan Doyle,The Adventures of Sherlock Holmes,classics,389 pages,Amazon,October 22nd 1998,4.31,231325,6402
"Kahlil Gibran,جبران خليل جبران,Jihad El",The Prophet,classics,127 pages,"Kindle Store
$2.99
",January 1st 2010,4.23,222317,8975
William Shakespeare,Othello,classics,314 pages,Amazon,January 1st 2004,3.89,302856,6092
"Jules Verne,Michael Glencross,Brian W. Aldiss","Around the World in Eighty Days (Extraordinary Voyages, #11)",classics,252 pages,Amazon,February 26th 2004,3.93,176657,6439
"J.M. Barrie,Michael Hague",Peter Pan,classics,176 pages,"Kindle Store
$3.60
",October 1st 2003,4.07,256922,10690
"Niccolò Machiavelli,Rufus Goodwin,Benjamin Martinez",The Prince,classics,140 pages,Kobo,June 1st 2003,3.81,245220,7871
Daphne du Maurier,Rebecca,classics,449 pages,Amazon UK,December 17th 2013,4.23,422994,21624
"Jane Austen,Alfred MacAdam,Giuseppe Ierolli,Petra Zari",Northanger Abbey,classics,251 pages,Amazon,March 3rd 2005,3.82,289265,11927
"Leo Tolstoy,Aylmer Maude,Mehmet Özgül",The Death of Ivan Ilych,classics,86 pages,"Kindle Store
$0.99
",August 3rd 2006,4.08,83520,4766
"C.S. Lewis,Pauline Baynes",The Voyage of the Dawn Treader,classics,248 pages,Amazon,September 1st 2006,4.09,380959,6398
"Mark Twain,Guy Cardwell,John Seelye",The Adventures of Tom Sawyer,classics,244 pages,Amazon,February 28th 2006,3.91,729697,9482
"Arthur Conan Doyle,Peter Ackroyd",The Sign of Four,classics,129 pages,"Kindle Store
$0.99
",July 5th 2001,3.94,98946,4470
Truman Capote,Breakfast at Tiffany's,classics,142 pages,Amazon,1993,3.89,205343,10064
Chinua Achebe,Things Fall Apart,classics,209 pages,Kobo,October 1994,3.67,274038,13319
"Roald Dahl,Quentin Blake",Charlie and the Chocolate Factory,classics,176 pages,Amazon,June 2nd 2005,4.14,628698,11354
Mitch Albom,The Five People You Meet in Heaven,classics,196 pages,Amazon CA,September 23rd 2003,3.94,560667,19981
C.S. Lewis,The Last Battle,classics,288 pages,"Kindle Store
$2.30
",June 20th 2005,4.03,211057,5913
Virginia Woolf,A Room of One's Own,classics,112 pages,"Kindle Store
$2.91
",January 1st 2000,4.15,108591,6735
"Stefan Zweig,Peter Gay,Joel Rotenberg",Chess Story,classics,104 pages,Amazon,December 9th 2005,4.29,62859,4462
Oscar Wilde,The Importance of Being Earnest,classics,76 pages,"Kindle Store
$2.56
",2005,4.17,293105,8749
Philip K. Dick,Do Androids Dream of Electric Sheep?,classics,258 pages,Amazon,February 26th 2008,4.09,325000,12498
"Leo Tolstoy,Aylmer Maude,Louise Maude,George Gibian",Anna Karenina,classics,964 pages,Amazon,October 16th 2012,4.05,636139,22748
J.R.R. Tolkien,The Return of the King,classics,404 pages,Amazon,2003,4.53,647432,9299
"Arthur Conan Doyle,Anne Perry",The Hound of the Baskervilles,classics,256 pages,"Kindle Store
$2.39
",July 1st 2001,4.11,237654,7616
Agatha Christie,The A.B.C. Murders,classics,232 pages,Amazon,September 1st 2006,4.01,89644,4372
"Charlotte Perkins Gilman,Elaine Hedges",The Yellow Wall-Paper,classics,64 pages,"Kindle Store
$0.99
",September 1st 1996,4.12,79481,4114
"Gabriel García Márquez,Edith Grossman",Love in the Time of Cholera,classics,348 pages,"Kindle Store
$13.99
",October 5th 2003,3.92,391341,19025
"Joseph Conrad,Aníbal Fernandes",Heart of Darkness,classics,188 pages,Amazon UK,October 1st 2003,3.42,395993,13268
"Gabriel García Márquez,Gregory Rabassa",Chronicle of a Death Foretold,classics,120 pages,Kobo,October 7th 2003,3.97,115653,5821
"Jane Austen,Tony Tanner,Ros Ballaster",Sense and Sensibility,classics,409 pages,Amazon,April 29th 2003,4.07,922744,15501
Kazuo Ishiguro,The Remains of the Day,classics,258 pages,Amazon UK,2005,4.12,188694,13196
"L. Frank Baum,W.W. Denslow",The Wonderful Wizard of Oz,classics,154 pages,Amazon,1995,3.99,349856,12065
"Shirley Jackson,Laura   Miller",The Haunting of Hill House,classics,182 pages,Amazon,November 28th 2006,3.84,143143,13458
Alice Walker,The Color Purple,classics,304 pages,Amazon,December 10th 2019,4.21,494239,13899
C.S. Lewis,Prince Caspian,classics,240 pages,Amazon UK,June 20th 2005,3.98,331597,6638
"Gabriel García Márquez,Gregory Rabassa",One Hundred Years of Solitude,classics,417 pages,Amazon,June 24th 2003,4.07,718006,28719
S.E. Hinton,The Outsiders,classics,192 pages,Amazon DE,September 1st 1997,4.09,890348,31904
"Bram Stoker,Nina Auerbach,David J. Skal",Dracula,classics,488 pages,"Kindle Store
$3.95
",May 12th 1986,3.99,891356,24101
Agatha Christie,The Murder of Roger Ackroyd,classics,288 pages,Amazon UK,September 1st 2006,4.25,136393,9554
"H.G. Wells,Greg Bear,Carlo Pagetti",The Time Machine,classics,118 pages,Amazon,October 1st 2002,3.89,392456,10356
"Roald Dahl,Quentin Blake",Matilda,classics,240 pages,Amazon,June 1st 1998,4.32,597721,15570
Stephen King,The Shining,classics,659 pages,Amazon,July 1st 1980,4.22,1070331,22847
"Mitch Albom,Saulius Dagys",Tuesdays with Morrie,classics,210 pages,Amazon IN,2000,4.11,747278,24814
C.S. Lewis,The Horse and His Boy,classics,224 pages,Amazon,1995,3.92,259868,6980
L.M. Montgomery,Anne of Green Gables,classics,320 pages,"Kindle Store
$0.99
",May 6th 2003,4.26,689284,20954
"Robert Louis Stevenson,Vladimir Nabokov,Mervyn Peake,Dan Chaon",The Strange Case of Dr. Jekyll and Mr. Hyde,classics,144 pages,Amazon,September 2nd 2003,3.81,361317,12208
William Shakespeare,Macbeth,classics,249 pages,Amazon DE,July 1st 2013,3.90,645708,10596
"Jane Austen,James Kinsley,Anna Massey,Richard S. Hartmetz,Maurgaux Motin,Deidre Shauna Lynch",Persuasion,classics,249 pages,Kobo,March 18th 2004,4.14,501637,17172
Kurt Vonnegut Jr.,Slaughterhouse-Five,classics,275 pages,"Kindle Store
$7.99
",January 12th 1999,4.08,1087629,25778
"William Shakespeare,Harold Bloom,Rex Gibson",Hamlet,classics,289 pages,"Kindle Store
$0.99
",August 1st 2005,4.02,700646,12162
"Hermann Hesse,Hilda Rosner",Siddhartha,classics,152 pages,Amazon UK,December 1st 1981,4.03,551667,16375
Frances Hodgson Burnett,The Secret Garden,classics,331 pages,Amazon,September 1st 1998,4.13,850181,17548
Daniel Keyes,Flowers for Algernon,classics,216 pages,Amazon,,4.13,456959,17138
"Jane Austen,Fiona Stafford",Emma,classics,474 pages,Amazon,May 6th 2003,4.00,616935,16594
Arthur Conan Doyle,A Study in Scarlet,classics,123 pages,Amazon UK,January 1st 2005,4.16,305108,9927
"William Shakespeare,Paul Werstine,Barbara A. Mowat,Paavo Emil Cajander",Romeo and Juliet,classics,368 pages,"Kindle Store
$2.84
",January 1st 2004,3.75,1987876,18656
"Anne Frank,Eleanor Roosevelt,B.M. Mooyaart-Doubleday",The Diary of a Young Girl,classics,283 pages,Amazon,July 1993,4.14,2611270,27126
John Boyne,The Boy in the Striped Pajamas,classics,240 pages,Amazon,September 12th 2006,4.14,478927,25792
Sylvia Plath,The Bell Jar,classics,294 pages,Amazon,2006,4.01,562612,21721
"Charlotte Brontë,Michael Mason",Jane Eyre,classics,532 pages,Amazon,February 4th 2003,4.12,1559035,40012
"Emily Brontë,Richard J. Dunn,David Timson,Charlotte Brontë,Robert Heindel",Wuthering Heights,classics,464 pages,Kobo,2002,3.85,1280489,34730
C.S. Lewis,The Magician's Nephew,classics,221 pages,Amazon DE,May 4th 2005,4.04,389359,12338
Agatha Christie,The Mysterious Affair at Styles,classics,121 pages,Amazon,October 21st 2002,3.99,231879,7152
Lewis Carroll,Alice's Adventures in Wonderland,classics,96 pages,Amazon,May 1st 1997,4.02,218802,9239
Aldous Huxley,Brave New World,classics,288 pages,Amazon,September 1st 1998,3.99,1373266,28311
C.S. Lewis,"The Lion, the Witch and the Wardrobe",classics,206 pages,Kobo,2005,4.22,2041041,20555
Agatha Christie,Murder on the Orient Express,classics,347 pages,Amazon,June 4th 2007,4.17,347064,22071
"Oscar Wilde,Jeffrey Eugenides",The Picture of Dorian Gray,classics,272 pages,Amazon,June 1st 2004,4.08,910216,28192
"Albert Camus,Matthew    Ward",The Stranger,classics,123 pages,Amazon,March 28th 1989,3.98,662650,21646
John Steinbeck,Of Mice and Men,classics,103 pages,Amazon,January 8th 2002,3.87,1869298,32639
"Franz Kafka,Stanley Corngold,Mircea Ivănescu",The Metamorphosis,classics,201 pages,Amazon,March 1st 1972,3.82,595474,16081
J.R.R. Tolkien,"The Hobbit, or There and Back Again",classics,366 pages,Kobo,August 15th 2002,4.27,2766801,46133
Ernest Hemingway,The Old Man and the Sea,classics,96 pages,Amazon,1996,3.77,786940,23540
J.D. Salinger,The Catcher in the Rye,classics,277 pages,Amazon,January 30th 2001,3.80,2628496,55021
Louisa May Alcott,Little Women,classics,449 pages,Amazon,April 6th 2004,4.08,1607600,27978
Agatha Christie,And Then There Were None,classics,264 pages,Amazon,May 3rd 2004,4.26,750411,30034
Harper Lee,To Kill a Mockingbird,classics,324 pages,Amazon,May 23rd 2006,4.27,4297605,87815
"F. Scott Fitzgerald,Francis Scott Fitzgerald",The Great Gatsby,classics,200 pages,Amazon,September 2004,3.92,3605628,64422
Ray Bradbury,Fahrenheit 451,classics,194 pages,"Kindle Store
$11.99
",November 29th 2011,3.99,1586874,45264
"Antoine de Saint-Exupéry,Richard Howard,Ivan Minatti,Nguyễn Thành Vũ,Janez Gradišnik",The Little Prince,classics,93 pages,Amazon,June 29th 2000,4.31,1260860,36640
"Jane Austen,Anna Quindlen,Isa Maranesi,Melania La Russa",Pride and Prejudice,classics,279 pages,Amazon,October 10th 2000,4.26,2845514,62707
George Orwell,1984,classics,237 pages,Amazon,September 3rd 2013,4.18,2944624,65163
"George Orwell,Russell Baker,C.M. Woodhouse",Animal Farm,classics,141 pages,"Kindle Store
$9.99
",April 1996,3.94,2593000,52176
Margaret Atwood,The Handmaid's Tale,classics,314 pages,Amazon,April 1998,4.11,1359638,66941
"Paulo Coelho,Alan R. Clarke,James Noel Smith",The Alchemist,classics,182 pages,Amazon,April 15th 2014,3.87,1975669,75846
Lynette Eason,Code of Valor,christian,336 pages,"Kindle Unlimited
",January 1st 2019,4.37,1478,287
Pat Simmons,Lean on Me,christian,260 pages,"Kindle Store
$2.99
",January 7th 2020,3.33,1733,231
Roseanna M. White,The Lost Heiress,christian,439 pages,Amazon,September 8th 2015,4.14,4302,653
Sheri Dew,Insights from a Prophet’s Life: Russell M. Nelson,christian,452 pages,"Kindle Store
$19.99
",May 1st 2019,4.87,2616,732
Irene Hannon,Starfish Pier,christian,352 pages,"Kindle Store
$9.99
",March 31st 2020,4.27,229,79
"Elisabeth Elliot,Joni Eareckson Tada",Suffering Is Never for Nothing,christian,108 pages,"Kindle Store
$5.66
",February 1st 2019,4.66,886,161
Lisa Wingate,The Sea Keeper's Daughters,christian,400 pages,"Kindle Store
$9.59
",September 1st 2015,4.13,3532,587
Bethany Turner,Hadley Beckett's Next Dish,christian,352 pages,"Kindle Store
$9.99
",May 5th 2020,4.43,126,105
Rachel Fordham,The Hope of Azure Springs,christian,336 pages,"Kindle Unlimited
",July 3rd 2018,4.33,1259,324
Chip Gaines,Capital Gaines: Smart Things I Learned Doing Stupid Stuff,christian,224 pages,"Kindle Store
$9.99
",October 17th 2017,4.01,12857,1503
James D. Shipman,It Is Well,christian,11 pages,"Kindle Unlimited
",November 1st 2016,3.74,6997,384
Angela Elwell Hunt,Egypt's Sister: A Novel of Cleopatra,christian,379 pages,Amazon,July 4th 2017,4.24,976,168
Jocelyn Green,Veiled in Smoke,christian,416 pages,"Kindle Store
$7.48
",February 4th 2020,4.45,388,215
Dee Henderson,Traces of Guilt,christian,400 pages,"Kindle Store
$7.48
",May 3rd 2016,4.15,3978,492
Richard Paul Evans,The Road Home,christian,336 pages,"Kindle Store
$10.99
",May 7th 2019,4.34,2923,451
Erin Bartels,We Hope for Better Things,christian,393 pages,"Kindle Unlimited
",January 1st 2019,4.21,2811,601
Christopher L. Heuertz,The Sacred Enneagram: Finding Your Unique Path to Spiritual Growth,christian,272 pages,"Kindle Store
$9.99
",September 5th 2017,4.03,4867,576
Jon Meacham,The Hope of Glory: Reflections on the Last Words of Jesus from the Cross,christian,144 pages,"Kindle Store
$11.99
",February 18th 2020,4.09,617,101
Julie Cantrell,Perennials,christian,368 pages,Amazon,November 14th 2017,3.83,1868,353
The Church of Jesus Christ of Latter-day Saints,The Standard of Truth: 1815–1846,christian,1065 pages,"Kindle Store
$0.00
",September 4th 2018,4.54,4745,990
Susan May Warren,The Way of the Brave,christian,347 pages,"Kindle Store
$1.99
",January 7th 2020,4.34,611,233
Christy Barritt,Edge of Peril,christian,356 pages,"Kindle Unlimited
",November 10th 2018,4.50,866,124
Erica Vetsch,The Lost Lieutenant,christian,304 pages,"Kindle Store
$9.99
",April 21st 2020,4.56,130,108
Terrie Todd,Bleak Landing,christian,316 pages,"Kindle Unlimited
",August 15th 2017,4.40,980,103
Erin Bartels,The Words Between Us,christian,358 pages,"Kindle Unlimited
",September 3rd 2019,3.95,1709,391
Rachel Linden,The Enlightenment of Bees,christian,336 pages,Amazon,July 9th 2019,3.67,1762,378
Tracie Peterson,In Dreams Forgotten,christian,336 pages,"Kindle Unlimited
",July 3rd 2018,4.33,688,74
Terri Blackstock,If I'm Found,christian,384 pages,"Kindle Store
$8.99
",March 21st 2017,4.31,7071,889
Lynette Eason,Called to Protect,christian,320 pages,Amazon,July 31st 2018,4.44,1597,289
Katherine Reay,The Printed Letter Bookshop,christian,324 pages,"Kindle Store
$9.99
",May 14th 2019,3.95,4404,1020
Hope Callaghan,Starboard Secrets,christian,278 pages,"Kindle Store
$0.00
",June 30th 2015,3.93,1877,200
Emily P. Freeman,"The Next Right Thing: A Simple, Soulful Practice for Making Life Decisions",christian,256 pages,"Kindle Unlimited
",April 2nd 2019,4.42,2853,577
"Becky Wade,Becky Wade",Stay with Me,christian,368 pages,"Kindle Store
$9.99
",May 5th 2020,4.26,422,130
Debra Clopton,From This Moment On,christian,234 pages,"Kindle Store
$0.00
",July 12th 2016,3.99,3411,238
Melanie Shankle,"On the Bright Side: Stories about Friendship, Love, and Being True to Yourself",christian,224 pages,"Kindle Store
$12.99
",February 25th 2020,3.56,1783,99
Terri Blackstock,If I Run,christian,305 pages,"Kindle Store
$8.99
",February 16th 2016,4.05,13443,1741
Rachel Held Evans,"Inspired: Slaying Giants, Walking on Water, and Loving the Bible Again",christian,236 pages,"Kindle Store
$9.99
",June 12th 2018,4.42,7489,1220
Anne Lamott,Almost Everything: Notes on Hope,christian,208 pages,"Kindle Store
$11.99
",October 16th 2018,3.82,7906,1151
Nancy Mehl,Dead End,christian,320 pages,"Kindle Store
$9.99
",March 31st 2020,4.49,236,98
The Church of Jesus Christ of Latter-day Saints,No Unhallowed Hand: 1846-1893,christian,675 pages,Amazon,February 12th 2020,4.54,908,210
Debbie Macomber,Any Dream Will Do,christian,352 pages,Amazon,August 8th 2017,3.98,9259,1122
Terri Blackstock,Smoke Screen,christian,352 pages,Amazon,November 5th 2019,4.18,2143,429
Mike McHargue,You're a Miracle (and a Pain in the Ass): Understanding the Hidden Forces That Make You You,christian,256 pages,"Kindle Store
$12.99
",April 28th 2020,4.50,113,34
"Jen Turano,Jen Turano",Storing Up Trouble,christian,352 pages,"Kindle Store
$9.99
",May 5th 2020,4.52,117,77
Colleen Coble,Strands of Truth,christian,336 pages,"Kindle Store
$9.99
",September 10th 2019,4.12,1908,412
Suzanne Woods Fisher,On a Summer Tide,christian,320 pages,Amazon,April 30th 2019,4.26,750,263
Debra Clopton,With This Ring,christian,228 pages,"Kindle Store
$0.00
",January 24th 2017,4.29,1505,145
John C. Lennox,Where is God in a Coronavirus World?,christian,64 pages,Amazon,April 2020,4.26,176,51
Austin Channing Brown,I'm Still Here: Black Dignity in a World Made for Whiteness,christian,185 pages,"Kindle Store
$7.99
",May 15th 2018,4.30,10690,1411
Susan May Warren,Knox,christian,298 pages,"Kindle Store
$0.00
",March 12th 2019,4.42,1071,227
Beth Moore,Chasing Vines: Finding Your Way to an Immensely Fruitful Life,christian,304 pages,"Kindle Store
$14.84
",February 4th 2020,4.46,726,176
Lysa TerKeurst,"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely",christian,275 pages,"Kindle Store
$9.99
",August 9th 2016,4.22,21369,1680
Lynette Eason,Always Watching,christian,328 pages,"Kindle Unlimited
",February 2nd 2016,4.12,4317,584
Debbie Macomber,If Not for You,christian,384 pages,Amazon,March 21st 2017,3.81,9385,1039
Melissa    Ferguson,The Dating Charade,christian,336 pages,Amazon UK,December 3rd 2019,3.63,1296,450
Roseanna M. White,The Number of Love,christian,370 pages,"Kindle Unlimited
",June 4th 2019,4.40,1449,482
Lynette Eason,Collateral Damage,christian,320 pages,"Kindle Store
$8.63
",January 7th 2020,4.30,932,272
Joel C. Rosenberg,The Kremlin Conspiracy,christian,470 pages,"Kindle Unlimited
",March 6th 2018,4.21,5949,637
Joel C. Rosenberg,The Persian Gamble,christian,448 pages,"Kindle Store
$9.99
",March 12th 2019,4.45,2682,328
Lauren K. Denton,Hurricane Season,christian,383 pages,"Kindle Store
$4.99
",April 3rd 2018,3.81,4108,525
Emily Ley,"When Less Becomes More: Making Space for Slow, Simple, and Good",christian,224 pages,"Kindle Store
$3.99
",November 12th 2019,4.09,2283,270
